city,state,lat,lng
Stanley,NC,35.359030,-81.097020
Statesville,NC,35.782640,-80.887300
Stedman,NC,35.013500,-78.693910
Stokesdale,NC,36.237080,-79.979480
Stoneville,NC,36.466530,-79.906980
Stony Point,NC,35.863470,-81.047300
Summerfield,NC,36.208750,-79.904760
Sunset Beach,NC,33.880730,-78.512230
Surf City,NC,34.427110,-77.546080
Swannanoa,NC,35.597890,-82.399840
Swanquarter,NC,35.406280,-76.329090
Swansboro,NC,34.687660,-77.119120
Swepsonville,NC,36.021250,-79.361410
Sylva,NC,35.373710,-83.225980
Tabor City,NC,34.148780,-78.876690
Tarboro,NC,35.896820,-77.535800
Taylorsville,NC,35.921800,-81.176470
Thomasville,NC,35.882640,-80.081990
Thurmond,NC,36.366520,-80.928410
Toast,NC,36.500410,-80.626450
Tobaccoville,NC,36.238190,-80.371440
Trent Woods,NC,35.082100,-77.086340
Trenton,NC,35.067100,-77.352740
Trinity,NC,35.894580,-79.990870
Troutman,NC,35.700690,-80.888130
Troy,NC,35.358470,-79.894490
Tryon,NC,35.339860,-81.322030
Tyro,NC,35.809030,-80.372830
Unionville,NC,35.087370,-80.508960
Valdese,NC,35.740690,-81.563150
Valley Hill,NC,35.298450,-82.483180
Vander,NC,35.032110,-78.794740
Wadesboro,NC,34.968210,-80.076730
Wake Forest,NC,35.979870,-78.509720
Walkertown,NC,36.175410,-80.153100
Wallace,NC,34.735720,-77.995260
Wallburg,NC,36.010140,-80.139210
Walnut Cove,NC,36.295410,-80.141710
Wanchese,NC,35.842670,-75.638510
Warrenton,NC,36.398480,-78.155270
Warsaw,NC,34.999330,-78.091100
Washington,NC,35.546550,-77.052170
Waxhaw,NC,34.924590,-80.743400
Waynesville,NC,35.488710,-82.988750
Weaverville,NC,35.697050,-82.560690
Weddington,NC,35.022370,-80.760900
Welcome,NC,35.902920,-80.256990
Weldon,NC,36.427100,-77.595530
Wendell,NC,35.780990,-78.369720
Wentworth,NC,36.400140,-79.774480
Wesley Chapel,NC,35.007090,-80.674510
West Canton,NC,35.537880,-82.858190
West Jefferson,NC,36.403740,-81.492880
West Marion,NC,35.657900,-82.025390
West Raleigh,NC,35.786820,-78.663890
Westport,NC,35.501250,-80.978690
Whispering Pines,NC,35.255710,-79.372250
White Plains,NC,36.445690,-80.633400
Whiteville,NC,34.338780,-78.703070
Wilkesboro,NC,36.145960,-81.160640
Williamston,NC,35.854600,-77.055510
Wilmington,NC,34.235560,-77.946040
Wilson,NC,35.721270,-77.915540
Wilsons Mills,NC,35.584050,-78.355830
Windsor,NC,35.998490,-76.946060
Wingate,NC,34.984320,-80.449230
Winston-Salem,NC,36.099860,-80.244220
Winterville,NC,35.529050,-77.401080
Winton,NC,36.395710,-76.931900
Woodfin,NC,35.633440,-82.582070
Wrightsboro,NC,34.288500,-77.921100
Wrightsville Beach,NC,34.208500,-77.796370
Yadkinville,NC,36.134580,-80.659510
Yanceyville,NC,36.404030,-79.336130
Youngsville,NC,36.024870,-78.474440
Zebulon,NC,35.824320,-78.314720
Amidon,ND,46.482230,-103.321850
Ashley,ND,46.034140,-99.371500
Beach,ND,46.918070,-104.004370
Belcourt,ND,48.839170,-99.744870
Belfield,ND,46.885290,-103.199620
Beulah,ND,47.263340,-101.777950
Bismarck,ND,46.808330,-100.783740
Bottineau,ND,48.827230,-100.445700
Bowbells,ND,48.803080,-102.246000
Bowman,ND,46.183060,-103.394910
Burlington,ND,48.275290,-101.428780
Cando,ND,48.486670,-99.209860
Carrington,ND,47.449720,-99.126220
Carson,ND,46.417780,-101.564870
Casselton,ND,46.900530,-97.211200
Cavalier,ND,48.793880,-97.622310
Center,ND,47.116380,-101.299590
Cooperstown,ND,47.444440,-98.123980
Crosby,ND,48.914200,-103.294910
Devils Lake,ND,48.112780,-98.865120
Dickinson,ND,46.879180,-102.789620
Ellendale,ND,46.002750,-98.527050
Fargo,ND,46.877190,-96.789800
Fessenden,ND,47.649170,-99.629290
Finley,ND,47.514160,-97.835930
Forman,ND,46.107740,-97.636490
Fort Totten,ND,47.980000,-98.992900
Fort Yates,ND,46.086940,-100.630130
Garrison,ND,47.652220,-101.415720
Grafton,ND,48.412210,-97.410630
Grand Forks,ND,47.925260,-97.032850
Grand Forks Air Force Base,ND,47.954930,-97.386640
Harvey,ND,47.769720,-99.935400
Hazen,ND,47.294450,-101.622660
Hettinger,ND,46.001390,-102.636820
Hillsboro,ND,47.403870,-97.062030
Horace,ND,46.758860,-96.903700
Jamestown,ND,46.910540,-98.708440
Kenmare,ND,48.674750,-102.082660
Killdeer,ND,47.371960,-102.754080
Lakota,ND,48.042780,-98.336210
Langdon,ND,48.760000,-98.368170
Larimore,ND,47.906660,-97.626750
Lincoln,ND,46.762490,-100.700400
Linton,ND,46.266660,-100.232890
Lisbon,ND,46.441630,-97.681210
Mandan,ND,46.826660,-100.889580
Manning,ND,47.230010,-102.770190
Mayville,ND,47.498040,-97.324540
McClusky,ND,47.485830,-100.443180
Medora,ND,46.913900,-103.524350
Minnewaukan,ND,48.071390,-99.252360
Minot,ND,48.232510,-101.296270
Minot Air Force Base,ND,48.420870,-101.339140
Mohall,ND,48.763360,-101.513220
Mott,ND,46.372500,-102.327110
Napoleon,ND,46.508310,-99.771220
New Rockford,ND,47.680000,-99.137900
New Town,ND,47.980850,-102.490180
Oakes,ND,46.138580,-98.090380
Park River,ND,48.398600,-97.741200
Parshall,ND,47.953350,-102.134890
Rolla,ND,48.857780,-99.617920
Rugby,ND,48.368890,-99.996250
Sheldon,ND,46.585800,-97.491200
Shell Valley,ND,48.798060,-99.864860
Stanley,ND,48.317240,-102.390450
Stanton,ND,47.321110,-101.381550
Steele,ND,46.854710,-99.915940
Surrey,ND,48.236400,-101.133490
Thompson,ND,47.773590,-97.109800
Tioga,ND,48.397240,-102.938240
Towner,ND,48.345830,-100.405410
Valley City,ND,46.923310,-98.003150
Velva,ND,48.056120,-100.929320
Wahpeton,ND,46.265240,-96.605910
Washburn,ND,47.289160,-101.029030
Watford City,ND,47.802240,-103.283250
West Fargo,ND,46.874970,-96.900360
Williston,ND,48.146970,-103.617970
Ainsworth,NE,42.550000,-99.862620
Albion,NE,41.690840,-98.003670
Alliance,NE,42.101630,-102.872150
Alma,NE,40.097510,-99.362040
Arapahoe,NE,40.304170,-99.900400
Arlington,NE,41.452500,-96.351130
Arthur,NE,41.571650,-101.691560
Ashland,NE,41.039160,-96.368350
Atkinson,NE,42.531390,-98.978150
Auburn,NE,40.392780,-95.838890
Aurora,NE,40.867230,-98.004220
Bartlett,NE,41.885290,-98.552300
Bassett,NE,42.585830,-99.537890
Battle Creek,NE,41.999450,-97.598390
Bayard,NE,41.754970,-103.324100
Beatrice,NE,40.268060,-96.746970
Beaver City,NE,40.137510,-99.829560
Bellevue,NE,41.136670,-95.890840
Benkelman,NE,40.049160,-101.532940
Bennington,NE,41.364720,-96.157800
Blair,NE,41.544440,-96.125020
Brewster,NE,41.938890,-99.864850
Bridgeport,NE,41.665250,-103.099100
Broken Bow,NE,41.401950,-99.639280
Burwell,NE,41.781670,-99.133150
Butte,NE,42.911390,-98.849260
Cambridge,NE,40.281950,-100.165690
Center,NE,42.609450,-97.876730
Central City,NE,41.115850,-98.001720
Chadron,NE,42.829420,-102.999910
Chalco,NE,41.183890,-96.150300
Chappell,NE,41.092770,-102.470740
Clay Center,NE,40.521680,-98.055330
Columbus,NE,41.429730,-97.368380
Cozad,NE,40.859730,-99.987340
Creighton,NE,42.466670,-97.906180
Crete,NE,40.627780,-96.961420
Dakota City,NE,42.415550,-96.418360
David City,NE,41.252790,-97.130040
Eagle,NE,40.816670,-96.430290
Elkhorn,NE,41.345000,-96.256000
Elwood,NE,40.590280,-99.860950
Fairbury,NE,40.137220,-97.180590
Falls City,NE,40.060840,-95.601930
Franklin,NE,40.096120,-98.952580
Fremont,NE,41.433330,-96.498080
Friend,NE,40.653620,-97.286160
Fullerton,NE,41.363350,-97.969230
Geneva,NE,40.526950,-97.595880
Gering,NE,41.825800,-103.660500
Gibbon,NE,40.748350,-98.844800
Gordon,NE,42.804720,-102.203220
Gothenburg,NE,40.929450,-100.160680
Grand Island,NE,40.925010,-98.342010
Grant,NE,40.841940,-101.725170
Greeley,NE,41.548620,-98.531180
Gretna,NE,41.140830,-96.239740
Harrisburg,NE,41.556360,-103.738560
Harrison,NE,42.687190,-103.882710
Hartington,NE,42.622500,-97.264500
Hastings,NE,40.586120,-98.388390
Hayes Center,NE,40.510840,-101.019600
Hebron,NE,40.166390,-97.585880
Hickman,NE,40.620000,-96.629180
Hillsborough,NE,41.300370,-96.128760
Holdrege,NE,40.440290,-99.369820
Hyannis,NE,42.000540,-101.761840
Imperial,NE,40.516940,-101.643230
Kearney,NE,40.699460,-99.081480
Kimball,NE,41.235810,-103.663000
La Vista,NE,41.183890,-96.031130
Lexington,NE,40.780840,-99.741500
Lincoln,NE,40.800000,-96.666960
Louisville,NE,40.997780,-96.162240
Loup City,NE,41.275570,-98.966750
Macy,NE,42.113050,-96.356420
Madison,NE,41.828340,-97.455050
McCook,NE,40.201950,-100.625710
Milford,NE,40.774450,-97.050590
Minden,NE,40.498630,-98.947860
Mitchell,NE,41.940240,-103.808560
Mullen,NE,42.042780,-101.042660
Nebraska City,NE,40.676670,-95.859170
Neligh,NE,42.128620,-98.029790
Nelson,NE,40.201680,-98.067820
Norfolk,NE,42.028340,-97.417000
North Bend,NE,41.461950,-96.779750
North Platte,NE,41.123890,-100.765420
O'Neill,NE,42.457780,-98.647590
Oakland,NE,41.835830,-96.466970
Offutt Air Force Base,NE,41.120240,-95.920950
Ogallala,NE,41.128050,-101.719620
Omaha,NE,41.256260,-95.940430
Ord,NE,41.603340,-98.926200
Osceola,NE,41.179740,-97.547550
Oshkosh,NE,41.404980,-102.344360
Papillion,NE,41.154440,-96.042240
Pawnee City,NE,40.108330,-96.154450
Pender,NE,42.114160,-96.707260
Pierce,NE,42.199170,-97.526720
Plainview,NE,42.349730,-97.792010
Plattsmouth,NE,41.011390,-95.882230
Ponca,NE,42.562500,-96.705590
Ralston,NE,41.205280,-96.042520
Ravenna,NE,41.026120,-98.912580
Red Cloud,NE,40.088900,-98.519500
Rushville,NE,42.718320,-102.464060
Saint Paul,NE,41.214730,-98.458120
Schuyler,NE,41.447230,-97.059480
Scottsbluff,NE,41.866630,-103.667170
Seward,NE,40.906950,-97.098920
Shelton,NE,40.779180,-98.730910
Sidney,NE,41.142760,-102.977980
South Sioux City,NE,42.473880,-96.413640
Springfield,NE,41.081940,-96.134460
Springview,NE,42.824440,-99.749010
Stanton,NE,41.950280,-97.223930
Stapleton,NE,41.480280,-100.512920
Stockville,NE,40.532790,-100.383480
Stromsburg,NE,41.114180,-97.598940
Superior,NE,40.020850,-98.070040
Sutherland,NE,41.156940,-101.126270
Sutton,NE,40.605570,-97.859210
Syracuse,NE,40.657220,-96.186400
Taylor,NE,41.770280,-99.378720
Tecumseh,NE,40.366670,-96.196120
Tekamah,NE,41.778320,-96.221130
Terrytown,NE,41.847470,-103.661610
Thedford,NE,41.978330,-100.576250
Trenton,NE,40.175550,-101.012940
Tryon,NE,41.552770,-100.957650
Valentine,NE,42.872780,-100.550970
Valley,NE,41.312780,-96.346140
Wahoo,NE,41.211390,-96.620300
Wakefield,NE,42.269170,-96.865040
Waterloo,NE,41.286940,-96.285580
Waverly,NE,40.917500,-96.528340
Wayne,NE,42.230560,-97.017820
Weeping Water,NE,40.870000,-96.140570
West Point,NE,41.841670,-96.708640
Wilber,NE,40.481390,-96.960580
Wisner,NE,41.987220,-96.914210
Wood River,NE,40.820570,-98.600070
Wymore,NE,40.122220,-96.662520
York,NE,40.868070,-97.592000
Yutan,NE,41.245000,-96.397250
Alexandria,NH,43.611460,-71.792860
Allenstown,NH,43.156730,-71.404780
Alstead,NH,43.148970,-72.360640
Andover,NH,43.437020,-71.823410
Antrim,NH,43.030910,-71.938970
Ashland,NH,43.695350,-71.630630
Atkinson,NH,42.838420,-71.147000
Auburn,NH,43.004530,-71.348400
Barnstead,NH,43.333970,-71.292840
Barrington,NH,43.222860,-71.047010
Bedford,NH,42.946470,-71.515900
Belmont,NH,43.445360,-71.477850
Berlin,NH,44.468670,-71.185080
Boscawen,NH,43.315080,-71.620910
Bow Bog,NH,43.120640,-71.511460
Brentwood,NH,42.978700,-71.072840
Bridgewater,NH,43.638410,-71.736470
Bristol,NH,43.591190,-71.736750
Brookline,NH,42.734810,-71.658130
Candia,NH,43.077860,-71.276730
Canterbury,NH,43.337020,-71.565350
Center Harbor,NH,43.709800,-71.460350
Charlestown,NH,43.238690,-72.424530
Chester,NH,42.956750,-71.257280
Chesterfield,NH,42.887300,-72.470370
Chichester,NH,43.249250,-71.399790
Claremont,NH,43.376740,-72.346760
Colebrook,NH,44.894490,-71.495920
Concord,NH,43.208140,-71.537570
Contoocook,NH,43.222020,-71.713970
Conway,NH,43.979240,-71.120350
Danbury,NH,43.525630,-71.861750
Danville,NH,42.912590,-71.124500
Deerfield,NH,44.230620,-71.617030
Deering,NH,43.073140,-71.844520
Derry,NH,42.880640,-71.327290
Derry Village,NH,42.891750,-71.312010
Dover,NH,43.197860,-70.873670
Dublin,NH,42.907580,-72.062580
Durham,NH,43.133970,-70.926450
East Concord,NH,43.242020,-71.538130
East Kingston,NH,42.925640,-71.016720
East Merrimack,NH,42.868140,-71.483400
Effingham,NH,43.761190,-70.996450
Enfield,NH,43.640630,-72.143980
Epping,NH,43.033420,-71.074230
Epsom,NH,43.222860,-71.332010
Exeter,NH,42.981480,-70.947830
Farmington,NH,43.389800,-71.065060
Fitzwilliam,NH,42.780640,-72.141750
Francestown,NH,42.987580,-71.812580
Franklin,NH,43.444240,-71.647300
Freedom,NH,43.812300,-71.035620
Fremont,NH,42.990920,-71.142560
Gilford,NH,43.547580,-71.406740
Gilmanton,NH,43.424250,-71.414520
Goffstown,NH,43.020360,-71.600350
Gorham,NH,44.387840,-71.173130
Grafton,NH,43.558680,-71.943970
Grantham,NH,43.489520,-72.137590
Greenfield,NH,42.950640,-71.872300
Greenland,NH,43.036200,-70.832830
Greenville,NH,42.767310,-71.812300
Groveton,NH,44.598670,-71.511200
Hampstead,NH,42.874530,-71.181170
Hampton,NH,42.937590,-70.838940
Hampton Beach,NH,42.907310,-70.812000
Hampton Falls,NH,42.916200,-70.863660
Hanover,NH,43.702290,-72.289540
Harrisville,NH,42.945080,-72.096470
Haverhill,NH,44.034510,-72.063980
Henniker,NH,43.179800,-71.822300
Hill,NH,43.524240,-71.700910
Hillsborough,NH,43.114100,-71.899200
Hinsdale,NH,42.786190,-72.486480
Holderness,NH,43.732020,-71.588410
Hollis,NH,42.743140,-71.591740
Hooksett,NH,43.096750,-71.465070
Hopkinton,NH,43.191470,-71.675350
Hudson,NH,42.764810,-71.439790
Jaffrey,NH,42.813970,-72.023140
Jefferson,NH,44.418950,-71.474530
Keene,NH,42.933690,-72.278140
Kensington,NH,42.927030,-70.943940
Kingston,NH,42.936480,-71.053390
Laconia,NH,43.527850,-71.470350
Lancaster,NH,44.488950,-71.569250
Lebanon,NH,43.642290,-72.251760
Lee,NH,43.123140,-71.011450
Lempster,NH,43.238410,-72.210640
Litchfield,NH,42.844250,-71.479790
Littleton,NH,44.306170,-71.770090
Londonderry,NH,42.865090,-71.373950
Lyme,NH,43.809510,-72.155920
Lyndeborough,NH,42.907580,-71.766460
Madbury,NH,43.169250,-70.923950
Madison,NH,43.899240,-71.148400
Manchester,NH,42.995640,-71.454790
Marlborough,NH,42.904250,-72.207860
Mason,NH,42.743700,-71.768960
Meredith,NH,43.657570,-71.500350
Merrimack,NH,42.865090,-71.493400
Milan,NH,44.573390,-71.185080
Milford,NH,42.835360,-71.648960
Mont Vernon,NH,42.894530,-71.674240
Moultonborough,NH,43.754800,-71.396740
Nashua,NH,42.765370,-71.467570
New Boston,NH,42.976190,-71.693960
New Castle,NH,43.072290,-70.717180
New Durham,NH,43.436750,-71.172290
New Ipswich,NH,42.748140,-71.854240
New London,NH,43.413960,-71.985080
Newbury,NH,43.321460,-72.035920
Newmarket,NH,43.082860,-70.935060
Newport,NH,43.365350,-72.173420
Newton,NH,42.869530,-71.034500
North Conway,NH,44.053680,-71.128400
North Hampton,NH,42.972590,-70.829780
North Haverhill,NH,44.090340,-72.026480
Northfield,NH,43.433130,-71.592300
Northumberland,NH,44.563390,-71.558700
Northwood,NH,43.194250,-71.150900
Nottingham,NH,43.114530,-71.099780
Orford,NH,43.905350,-72.140090
Ossipee,NH,43.685360,-71.116730
Pelham,NH,42.734530,-71.324510
Pembroke,NH,43.146750,-71.457570
Peterborough,NH,42.870640,-71.951750
Pinardville,NH,42.994250,-71.507290
Pittsfield,NH,43.305910,-71.324230
Plaistow,NH,42.836480,-71.094780
Plymouth,NH,43.757020,-71.688130
Portsmouth,NH,43.077040,-70.757660
Raymond,NH,43.036200,-71.183400
Richmond,NH,42.754810,-72.271750
Rindge,NH,42.751200,-72.009800
Rochester,NH,43.304530,-70.975620
Rollinsford,NH,43.236200,-70.820340
Rumney,NH,43.805350,-71.812580
Rye,NH,43.013420,-70.770890
Salem,NH,42.788420,-71.200890
Salisbury,NH,43.380080,-71.717020
Sanbornton,NH,43.489240,-71.582300
Sanbornville,NH,43.554250,-71.030900
Sandown,NH,42.928700,-71.187010
Sandwich,NH,43.790350,-71.411180
Seabrook,NH,42.894810,-70.871160
Somersworth,NH,43.261750,-70.865340
South Hooksett,NH,43.026470,-71.435340
Springfield,NH,43.495070,-72.033420
Strafford,NH,43.327030,-71.184230
Stratford,NH,44.655050,-71.555640
Stratham Station,NH,43.052870,-70.895330
Sunapee,NH,43.387570,-72.087860
Suncook,NH,43.130640,-71.453120
Sutton,NH,43.334240,-71.951470
Swanzey,NH,42.869800,-72.281750
Tamworth,NH,43.859800,-71.263130
Temple,NH,42.818140,-71.851470
Thornton,NH,43.892850,-71.675910
Tilton,NH,43.442300,-71.588960
Tilton-Northfield,NH,43.443000,-71.593640
Troy,NH,42.823970,-72.181190
Tuftonboro,NH,43.696470,-71.222010
Unity,NH,43.293960,-72.260370
Wakefield,NH,43.568130,-71.030070
Weare,NH,43.094800,-71.730630
Webster,NH,43.328970,-71.717860
West Swanzey,NH,42.870080,-72.321750
Westmoreland,NH,42.962030,-72.442310
Whitefield,NH,44.373120,-71.610080
Wilmot,NH,43.451740,-71.913690
Wilton,NH,42.843420,-71.735070
Winchester,NH,42.773420,-72.383140
Windham,NH,42.800640,-71.304230
Wolfeboro,NH,43.583970,-71.207290
Woodstock,NH,43.977570,-71.685080
Woodsville,NH,44.152290,-72.037310
Absecon,NJ,39.428450,-74.495710
Allendale,NJ,41.041490,-74.129030
Allentown,NJ,40.177890,-74.583490
Alloway,NJ,39.560950,-75.362420
Alpha,NJ,40.667040,-75.157400
Alpine,NJ,40.955930,-73.931250
Annandale,NJ,40.640930,-74.881280
Asbury Park,NJ,40.220390,-74.012080
Ashland,NJ,39.863170,-75.006000
Atco,NJ,39.769840,-74.887390
Atlantic City,NJ,39.364150,-74.423060
Atlantic Highlands,NJ,40.407890,-74.034310
Audubon,NJ,39.890950,-75.072950
Audubon Park,NJ,39.896500,-75.087670
Avalon,NJ,39.101220,-74.717660
Avenel,NJ,40.580380,-74.285150
Avon-by-the-Sea,NJ,40.192340,-74.015970
Barnegat,NJ,39.753180,-74.222920
Barrington,NJ,39.864840,-75.055170
Basking Ridge,NJ,40.706210,-74.549320
Bayonne,NJ,40.668710,-74.114310
Bayville,NJ,39.909290,-74.154860
Beach Haven,NJ,39.559280,-74.243200
Beach Haven West,NJ,39.669840,-74.231810
Beachwood,NJ,39.939010,-74.192920
Beattystown,NJ,40.813150,-74.842940
Beckett,NJ,39.754000,-75.357410
Bedminster,NJ,40.680660,-74.645440
Belford,NJ,40.425940,-74.086810
Belleville,NJ,40.793710,-74.150140
Bellmawr,NJ,39.867610,-75.094620
Belmar,NJ,40.178450,-74.021800
Belvidere,NJ,40.829820,-75.077670
Bergenfield,NJ,40.927600,-73.997360
Berkeley Heights,NJ,40.683430,-74.442650
Berlin,NJ,39.791230,-74.929050
Bernardsville,NJ,40.718710,-74.569320
Beverly,NJ,40.065390,-74.919060
Blackwood,NJ,39.802340,-75.064060
Bloomfield,NJ,40.806770,-74.185420
Bloomingdale,NJ,41.002040,-74.326540
Bogota,NJ,40.876210,-74.029860
Boonton,NJ,40.902600,-74.407100
Bordentown,NJ,40.146220,-74.711830
Bound Brook,NJ,40.568440,-74.538490
Bradley Beach,NJ,40.202340,-74.012080
Bradley Gardens,NJ,40.562880,-74.654600
Brass Castle,NJ,40.764820,-75.011010
Brick,NJ,40.059280,-74.137080
Bridgeton,NJ,39.427340,-75.234080
Bridgewater,NJ,40.600790,-74.648150
Brielle,NJ,40.107890,-74.056530
Brigantine,NJ,39.410120,-74.364590
Brookdale,NJ,40.833710,-74.182920
Brooklawn,NJ,39.878170,-75.120730
Browns Mills,NJ,39.972610,-74.582930
Brownville,NJ,40.400660,-74.295150
Budd Lake,NJ,40.871210,-74.734050
Buena,NJ,39.513730,-74.924620
Burlington,NJ,40.071220,-74.864890
Butler,NJ,41.003710,-74.341540
Caldwell,NJ,40.839820,-74.276540
Califon,NJ,40.719540,-74.835720
Camden,NJ,39.925950,-75.119620
Cape May,NJ,38.935110,-74.906010
Cape May Court House,NJ,39.082610,-74.823780
Carlstadt,NJ,40.840380,-74.090700
Carneys Point,NJ,39.711220,-75.470200
Carteret,NJ,40.577330,-74.228200
Cedar Glen Lakes,NJ,39.952340,-74.399870
Cedar Glen West,NJ,40.042060,-74.292650
Cedar Grove,NJ,40.851770,-74.229030
Cedar Knolls,NJ,40.822040,-74.448760
Chatham,NJ,40.740930,-74.383760
Cherry Hill,NJ,39.934840,-75.030730
Cherry Hill Mall,NJ,39.935950,-75.009060
Chesilhurst,NJ,39.732340,-74.881000
Chester,NJ,40.784270,-74.696830
Cinnaminson,NJ,39.996780,-74.992670
Clark,NJ,40.630000,-74.310000
Clayton,NJ,39.660110,-75.092120
Clearbrook Park,NJ,40.309830,-74.464600
Clementon,NJ,39.811500,-74.982940
Cliffside Park,NJ,40.821490,-73.987640
Cliffwood Beach,NJ,40.442050,-74.216810
Clifton,NJ,40.858430,-74.163760
Clinton,NJ,40.636770,-74.909890
Closter,NJ,40.973150,-73.961530
Collings Lakes,NJ,39.595670,-74.881560
Collingswood,NJ,39.918170,-75.071280
Colonia,NJ,40.574550,-74.302090
Colts Neck,NJ,40.287610,-74.172370
Columbus,NJ,40.072610,-74.720720
Concordia,NJ,40.310940,-74.448210
Country Lake Estates,NJ,39.942620,-74.544040
Cranbury,NJ,40.316220,-74.513760
Crandon Lakes,NJ,41.124260,-74.839890
Cranford,NJ,40.658440,-74.299590
Cresskill,NJ,40.941490,-73.959300
Crestwood Village,NJ,39.948170,-74.360700
Dayton,NJ,40.372610,-74.510150
Delanco,NJ,40.050670,-74.953500
Demarest,NJ,40.957320,-73.963470
Denville,NJ,40.892320,-74.477380
Dover,NJ,40.883990,-74.562100
Dover Beaches North,NJ,39.991230,-74.063750
Dover Beaches South,NJ,39.955670,-74.074300
Dumont,NJ,40.940650,-73.996810
Dunellen,NJ,40.589270,-74.471820
East Brunswick,NJ,40.427880,-74.415980
East Franklin,NJ,40.493300,-74.471100
East Freehold,NJ,40.280940,-74.251260
East Hanover,NJ,40.820100,-74.364870
East Newark,NJ,40.748430,-74.161810
East Orange,NJ,40.767320,-74.204870
East Rutherford,NJ,40.833990,-74.097090
Eatontown,NJ,40.296220,-74.050970
Echelon,NJ,39.848450,-74.995720
Edgewater,NJ,40.827040,-73.975690
Edgewater Park,NJ,40.068170,-74.900720
Edison,NJ,40.518720,-74.412100
Egg Harbor City,NJ,39.528730,-74.647940
Elizabeth,NJ,40.663990,-74.210700
Ellisburg,NJ,39.913720,-75.010450
Elmer,NJ,39.595110,-75.170180
Elmwood Park,NJ,40.903990,-74.118480
Elwood,NJ,39.576510,-74.716830
Emerson,NJ,40.976210,-74.026250
Englewood,NJ,40.892880,-73.972640
Englewood Cliffs,NJ,40.885380,-73.952360
Englishtown,NJ,40.297330,-74.358200
Erma,NJ,38.987760,-74.901700
Essex Fells,NJ,40.824540,-74.284590
Estell Manor,NJ,39.412060,-74.742390
Ewing,NJ,40.269830,-74.799880
Fair Haven,NJ,40.360670,-74.038190
Fair Lawn,NJ,40.940380,-74.131810
Fairfield,NJ,40.883710,-74.305980
Fairton,NJ,39.381780,-75.219910
Fairview,NJ,40.812600,-73.999030
Fanwood,NJ,40.640940,-74.383480
Farmingdale,NJ,40.196500,-74.168480
Finderne,NJ,40.563160,-74.577660
Flemington,NJ,40.512330,-74.859330
Florence,NJ,39.734280,-74.918220
Florham Park,NJ,40.787880,-74.388210
Folsom,NJ,39.602060,-74.842670
Fords,NJ,40.529270,-74.315980
Forked River,NJ,39.839840,-74.190140
Fort Dix,NJ,40.029840,-74.618490
Fort Lee,NJ,40.850930,-73.970140
Franklin,NJ,41.122040,-74.580440
Franklin Center,NJ,40.531530,-74.541410
Franklin Lakes,NJ,41.016760,-74.205700
Franklin Park,NJ,40.438990,-74.535150
Freehold,NJ,40.260110,-74.273760
Frenchtown,NJ,40.526210,-75.061560
Garfield,NJ,40.881490,-74.113200
Garwood,NJ,40.651770,-74.322930
Gibbsboro,NJ,39.838170,-74.964890
Gibbstown,NJ,39.825110,-75.283520
Gladstone,NJ,40.722600,-74.665440
Glassboro,NJ,39.702890,-75.111840
Glen Gardner,NJ,40.696770,-74.940720
Glen Ridge,NJ,40.805380,-74.203760
Glen Rock,NJ,40.962880,-74.132920
Glendora,NJ,39.839560,-75.073510
Gloucester City,NJ,39.892810,-75.120410
Golden Triangle,NJ,39.927890,-75.038780
Green Knoll,NJ,40.600100,-74.612100
Greentree,NJ,39.897060,-74.955720
Groveville,NJ,40.169830,-74.671550
Guttenberg,NJ,40.792050,-74.003750
Hackensack,NJ,40.885930,-74.043470
Hackettstown,NJ,40.853990,-74.829060
Haddon Heights,NJ,39.877340,-75.064620
Haddonfield,NJ,39.891500,-75.037670
Haledon,NJ,40.935650,-74.186260
Hamburg,NJ,41.153430,-74.576270
Hamilton Square,NJ,40.227330,-74.653210
Hammonton,NJ,39.636510,-74.802390
Hampton,NJ,40.707040,-74.956000
Hanover,NJ,40.804540,-74.366820
Hardwick,NJ,41.054540,-74.932120
Harrington Park,NJ,40.983710,-73.979860
Harrison,NJ,40.746490,-74.156260
Hasbrouck Heights,NJ,40.858160,-74.080700
Haskell,NJ,41.028430,-74.295980
Haworth,NJ,40.960930,-73.990140
Hawthorne,NJ,40.949260,-74.153750
Heathcote,NJ,40.388720,-74.575710
Helmetta,NJ,40.376770,-74.424600
High Bridge,NJ,40.667050,-74.895720
Highland Lake,NJ,41.176760,-74.456550
Highland Park,NJ,40.495940,-74.424320
Highlands,NJ,40.403720,-73.991530
Hightstown,NJ,40.269550,-74.523210
Hillsborough,NJ,40.477600,-74.626820
Hillsdale,NJ,41.002600,-74.040420
Hillside,NJ,40.701210,-74.230150
Ho-Ho-Kus,NJ,40.996490,-74.101250
Hoboken,NJ,40.743990,-74.032360
Holiday City South,NJ,39.953240,-74.237780
Holiday City-Berkeley,NJ,39.963800,-74.278030
Holiday Heights,NJ,39.945950,-74.254030
Hopatcong,NJ,40.932880,-74.659330
Hopatcong Hills,NJ,40.943990,-74.670720
Hopewell,NJ,40.389270,-74.761830
Irvington,NJ,40.732320,-74.234870
Iselin,NJ,40.575380,-74.322370
Island Heights,NJ,39.942060,-74.149860
Jackson,NJ,39.776500,-74.862380
Jamesburg,NJ,40.352610,-74.440150
Jersey City,NJ,40.728160,-74.077640
Keansburg,NJ,40.441770,-74.129860
Kearny,NJ,40.768430,-74.145420
